customer_id,age,age_group,gender,item_purchased,category,purchase_amount_usd,loc,region,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,purchase_frequency_days
181,51,Middle-aged,Male,Sandals,Footwear,81,South Dakota,Midwest,L,Green,Fall,3.3,Yes,Store Pickup,Yes,12,Debit Card,Fortnightly,14
182,32,Adult,Male,Pants,Clothing,61,Massachusetts,Northeast,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,4,Bank Transfer,Weekly,7
183,38,Adult,Male,Gloves,Accessories,96,Alabama,South,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,10,Debit Card,Annually,365
184,58,Senior,Male,Skirt,Clothing,29,Ohio,Midwest,XL,Beige,Spring,3.6,Yes,2-Day Shipping,Yes,26,Credit Card,Weekly,7
185,32,Adult,Male,Sneakers,Footwear,33,Hawaii,West,L,Cyan,Spring,3,Yes,Express,Yes,40,Cash,Fortnightly,14
186,46,Middle-aged,Male,T-shirt,Clothing,32,Wisconsin,Midwest,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,34,Bank Transfer,Fortnightly,14
187,39,Adult,Male,Backpack,Accessories,56,Minnesota,Midwest,S,Lavender,Summer,2.9,Yes,Standard,Yes,31,Debit Card,Annually,365
188,19,Young Adult,Male,Shoes,Footwear,94,Georgia,South,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,1,Bank Transfer,Bi-Weekly,14
189,50,Middle-aged,Male,Hoodie,Clothing,53,Arkansas,South,M,Pink,Spring,3.1,Yes,Express,Yes,5,Bank Transfer,Bi-Weekly,14
190,36,Adult,Male,Blouse,Clothing,82,West Virginia,South,M,Maroon,Fall,4.4,Yes,Next Day Air,Yes,4,Credit Card,Weekly,7
191,65,Senior,Male,Coat,Outerwear,70,Indiana,Midwest,XL,Beige,Fall,3,Yes,Free Shipping,Yes,48,Venmo,Quarterly,90
192,64,Senior,Male,Hat,Accessories,76,Utah,West,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,29,Cash,Every 3 Months,90
193,46,Middle-aged,Male,Shoes,Footwear,29,Nebraska,Midwest,L,Turquoise,Summer,2.9,Yes,Express,Yes,12,PayPal,Bi-Weekly,14
194,36,Adult,Male,Belt,Accessories,100,North Dakota,Midwest,S,Silver,Fall,3,Yes,Standard,Yes,29,Venmo,Annually,365
195,51,Middle-aged,Male,Backpack,Accessories,94,Missouri,Midwest,M,Olive,Spring,3.1,Yes,Express,Yes,15,Debit Card,Quarterly,90
196,51,Middle-aged,Male,Jacket,Outerwear,25,New York,Northeast,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,34,Credit Card,Monthly,30
197,38,Adult,Male,Boots,Footwear,88,Washington,West,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,41,Credit Card,Fortnightly,14
198,59,Senior,Male,Scarf,Accessories,78,South Carolina,South,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,41,Credit Card,Monthly,30
199,57,Middle-aged,Male,Jewelry,Accessories,45,Utah,West,M,Turquoise,Winter,4.8,Yes,Standard,Yes,39,Credit Card,Fortnightly,14
200,54,Middle-aged,Male,Hat,Accessories,73,Idaho,West,XL,Green,Summer,3.8,Yes,Express,Yes,32,Cash,Weekly,7
201,25,Young Adult,Male,Dress,Clothing,61,Pennsylvania,Northeast,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,29,Venmo,Monthly,30
202,69,Senior,Male,Blouse,Clothing,22,Missouri,Midwest,S,Beige,Fall,4.3,Yes,Free Shipping,Yes,15,Bank Transfer,Annually,365
203,57,Middle-aged,Male,Hat,Accessories,38,Nebraska,Midwest,L,Magenta,Spring,2.7,Yes,Express,Yes,33,Venmo,Annually,365
204,70,Senior,Male,Scarf,Accessories,38,Indiana,Midwest,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,18,Bank Transfer,Weekly,7
205,24,Young Adult,Male,Sneakers,Footwear,100,Arizona,West,M,Yellow,Fall,4,Yes,Store Pickup,Yes,35,Cash,Bi-Weekly,14
206,67,Senior,Male,Shirt,Clothing,64,Hawaii,West,M,Silver,Winter,3,Yes,Standard,Yes,25,PayPal,Weekly,7
207,24,Young Adult,Male,T-shirt,Clothing,55,Wisconsin,Midwest,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,6,Venmo,Fortnightly,14
208,62,Senior,Male,Gloves,Accessories,91,Rhode Island,Northeast,M,Silver,Summer,2.9,Yes,Express,Yes,17,Bank Transfer,Bi-Weekly,14
209,57,Middle-aged,Male,Skirt,Clothing,38,Wisconsin,Midwest,M,Gold,Spring,4.1,Yes,Store Pickup,Yes,17,Credit Card,Monthly,30
210,55,Middle-aged,Male,Sandals,Footwear,97,Minnesota,Midwest,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,44,Cash,Every 3 Months,90
211,45,Middle-aged,Male,Jacket,Outerwear,22,Vermont,Northeast,L,Teal,Fall,3,Yes,2-Day Shipping,Yes,6,PayPal,Fortnightly,14
212,69,Senior,Male,Skirt,Clothing,92,South Dakota,Midwest,L,Maroon,Fall,4.2,Yes,2-Day Shipping,Yes,45,Debit Card,Fortnightly,14
213,67,Senior,Male,Handbag,Accessories,84,Virginia,South,L,Blue,Fall,4.2,Yes,Express,Yes,7,Debit Card,Annually,365
214,30,Young Adult,Male,Handbag,Accessories,93,Nevada,West,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,11,Debit Card,Every 3 Months,90
215,24,Young Adult,Male,Jacket,Outerwear,50,Hawaii,West,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,41,Cash,Every 3 Months,90
216,62,Senior,Male,Scarf,Accessories,64,New Jersey,Northeast,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,24,PayPal,Bi-Weekly,14
217,43,Adult,Male,Shorts,Clothing,61,Massachusetts,Northeast,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,21,Venmo,Weekly,7
218,35,Adult,Male,Sunglasses,Accessories,48,Oklahoma,South,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,24,Bank Transfer,Annually,365
219,28,Young Adult,Male,T-shirt,Clothing,45,California,West,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,8,Credit Card,Quarterly,90
220,32,Adult,Male,Belt,Accessories,88,Nevada,West,M,Cyan,Spring,3,Yes,Free Shipping,Yes,12,Cash,Fortnightly,14
221,39,Adult,Male,Sneakers,Footwear,57,Arizona,West,S,Indigo,Spring,3.7,Yes,Express,Yes,48,Debit Card,Fortnightly,14
222,28,Young Adult,Male,Hat,Accessories,68,North Carolina,South,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,6,Bank Transfer,Quarterly,90
223,47,Middle-aged,Male,Gloves,Accessories,94,New York,Northeast,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,14,PayPal,Fortnightly,14
224,20,Young Adult,Male,Pants,Clothing,41,Wyoming,West,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,34,PayPal,Annually,365
225,63,Senior,Male,Socks,Clothing,83,South Dakota,Midwest,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,12,Cash,Every 3 Months,90
226,25,Young Adult,Male,Jacket,Outerwear,22,Arkansas,South,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,11,Bank Transfer,Annually,365
227,29,Young Adult,Male,Shoes,Footwear,74,Texas,South,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,5,PayPal,Monthly,30
228,50,Middle-aged,Male,Jeans,Clothing,90,Rhode Island,Northeast,M,Turquoise,Winter,4.2,Yes,Standard,Yes,25,Venmo,Fortnightly,14
229,18,Young Adult,Male,Socks,Clothing,79,New Hampshire,Northeast,M,White,Spring,2.9,Yes,Store Pickup,Yes,11,Credit Card,Annually,365
230,70,Senior,Male,Sandals,Footwear,28,Ohio,Midwest,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,27,PayPal,Every 3 Months,90
231,66,Senior,Male,Scarf,Accessories,88,Utah,West,L,Olive,Fall,4.1,Yes,Standard,Yes,43,Credit Card,Annually,365
232,28,Young Adult,Male,Blouse,Clothing,26,Tennessee,South,M,Blue,Spring,3.1,Yes,2-Day Shipping,Yes,18,Debit Card,Every 3 Months,90
233,54,Middle-aged,Male,Jewelry,Accessories,27,Hawaii,West,L,Purple,Winter,4.2,Yes,Express,Yes,32,Bank Transfer,Bi-Weekly,14
234,19,Young Adult,Male,Sweater,Clothing,83,Arizona,West,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,27,Bank Transfer,Every 3 Months,90
235,20,Young Adult,Male,Gloves,Accessories,39,South Dakota,Midwest,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,24,Credit Card,Weekly,7
236,43,Adult,Male,Sunglasses,Accessories,89,New Jersey,Northeast,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,31,Debit Card,Quarterly,90
237,38,Adult,Male,Coat,Outerwear,68,North Dakota,Midwest,L,Green,Winter,3.4,Yes,Next Day Air,Yes,39,PayPal,Fortnightly,14
238,50,Middle-aged,Male,Dress,Clothing,90,Iowa,Midwest,M,Beige,Summer,3,Yes,Store Pickup,Yes,36,Debit Card,Fortnightly,14
239,64,Senior,Male,Skirt,Clothing,34,Ohio,Midwest,M,Peach,Fall,4.2,Yes,Free Shipping,Yes,5,Cash,Annually,365
240,49,Middle-aged,Male,Pants,Clothing,51,Vermont,Northeast,L,Yellow,Summer,2.9,Yes,Express,Yes,47,Credit Card,Bi-Weekly,14
241,47,Middle-aged,Male,Sweater,Clothing,45,Montana,West,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,29,Bank Transfer,Fortnightly,14
242,36,Adult,Male,Hoodie,Clothing,88,Delaware,South,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,43,Venmo,Bi-Weekly,14
243,55,Middle-aged,Male,Coat,Outerwear,85,New York,Northeast,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,40,Debit Card,Every 3 Months,90
244,25,Young Adult,Male,Jewelry,Accessories,100,Kentucky,South,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,4,Debit Card,Monthly,30
245,53,Middle-aged,Male,Belt,Accessories,42,Oregon,West,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,39,PayPal,Weekly,7
246,49,Middle-aged,Male,Sandals,Footwear,53,Rhode Island,Northeast,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,45,Venmo,Fortnightly,14
247,35,Adult,Male,Sunglasses,Accessories,86,Nevada,West,XL,Beige,Spring,3.2,Yes,Express,Yes,20,Venmo,Bi-Weekly,14
248,29,Young Adult,Male,Sweater,Clothing,66,Montana,West,XL,Brown,Spring,4.4,Yes,Standard,Yes,14,Debit Card,Weekly,7
249,47,Middle-aged,Male,Belt,Accessories,100,Pennsylvania,Northeast,M,Blue,Winter,4.8,Yes,Express,Yes,33,PayPal,Weekly,7
250,53,Middle-aged,Male,Handbag,Accessories,47,Alaska,West,S,Teal,Fall,4.2,Yes,Standard,Yes,18,Credit Card,Annually,365
251,33,Adult,Male,Skirt,Clothing,25,Mississippi,South,L,Black,Fall,4,Yes,Express,Yes,9,Bank Transfer,Weekly,7
252,21,Young Adult,Male,Handbag,Accessories,51,Wyoming,West,XL,Gold,Winter,2.5,Yes,Standard,Yes,34,PayPal,Annually,365
253,32,Adult,Male,Shorts,Clothing,41,Delaware,South,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,33,Venmo,Fortnightly,14
254,52,Middle-aged,Male,Boots,Footwear,73,Oklahoma,South,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,15,Bank Transfer,Bi-Weekly,14
255,67,Senior,Male,Sunglasses,Accessories,42,Indiana,Midwest,M,White,Winter,3.5,Yes,Store Pickup,Yes,4,PayPal,Bi-Weekly,14
256,43,Adult,Male,Scarf,Accessories,20,Maryland,South,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,25,Debit Card,Annually,365
257,58,Senior,Male,Jewelry,Accessories,30,South Dakota,Midwest,XL,Violet,Spring,4.7,Yes,Express,Yes,20,Credit Card,Every 3 Months,90
258,20,Young Adult,Male,Handbag,Accessories,53,West Virginia,South,M,Red,Summer,4.5,Yes,Express,Yes,5,Credit Card,Quarterly,90
259,61,Senior,Male,Gloves,Accessories,74,Alabama,South,S,Lavender,Spring,2.8,Yes,Express,Yes,16,Cash,Quarterly,90
260,32,Adult,Male,Jeans,Clothing,57,Louisiana,South,M,Gold,Fall,2.9,Yes,Standard,Yes,13,Debit Card,Annually,365
261,38,Adult,Male,Hat,Accessories,57,Montana,West,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,11,Credit Card,Every 3 Months,90
262,21,Young Adult,Male,Jeans,Clothing,77,California,West,L,Magenta,Winter,4.9,Yes,Standard,Yes,21,Credit Card,Annually,365
263,37,Adult,Male,Pants,Clothing,40,Hawaii,West,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,6,Debit Card,Annually,365
264,27,Young Adult,Male,Shorts,Clothing,46,Iowa,Midwest,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,29,Venmo,Monthly,30
265,36,Adult,Male,Pants,Clothing,78,Colorado,West,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,15,Cash,Annually,365
266,32,Adult,Male,Backpack,Accessories,59,Michigan,Midwest,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,17,Bank Transfer,Bi-Weekly,14
267,51,Middle-aged,Male,Jewelry,Accessories,75,Louisiana,South,L,White,Summer,3.1,Yes,Express,Yes,32,Credit Card,Weekly,7
268,64,Senior,Male,Sweater,Clothing,54,Maryland,South,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,42,Venmo,Annually,365
269,68,Senior,Male,Shoes,Footwear,42,Georgia,South,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,21,Cash,Monthly,30
270,68,Senior,Male,Blouse,Clothing,44,Georgia,South,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,9,Cash,Bi-Weekly,14
271,33,Adult,Male,Jeans,Clothing,52,North Dakota,Midwest,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,16,Bank Transfer,Annually,365
272,65,Senior,Male,Sunglasses,Accessories,69,Maryland,South,XL,Yellow,Summer,4.6,Yes,Express,Yes,42,Credit Card,Fortnightly,14
273,48,Middle-aged,Male,Jewelry,Accessories,26,Oregon,West,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,37,Debit Card,Bi-Weekly,14
274,69,Senior,Male,Coat,Outerwear,33,North Dakota,Midwest,S,Silver,Spring,4.2,Yes,Express,Yes,32,Debit Card,Quarterly,90
275,59,Senior,Male,Jewelry,Accessories,32,Maryland,South,M,Indigo,Spring,3,Yes,Express,Yes,28,Cash,Bi-Weekly,14
276,48,Middle-aged,Male,Backpack,Accessories,85,Virginia,South,XL,Lavender,Winter,4,Yes,Express,Yes,13,Credit Card,Weekly,7
277,25,Young Adult,Male,Skirt,Clothing,30,South Dakota,Midwest,XL,Turquoise,Fall,3.5,Yes,Express,Yes,11,Bank Transfer,Fortnightly,14
278,29,Young Adult,Male,Shirt,Clothing,29,Georgia,South,M,Green,Winter,3,Yes,Store Pickup,Yes,36,Bank Transfer,Bi-Weekly,14
279,57,Middle-aged,Male,Sweater,Clothing,95,Hawaii,West,M,Orange,Spring,3.7,Yes,Express,Yes,23,Debit Card,Annually,365
280,23,Young Adult,Male,Sneakers,Footwear,69,Arkansas,South,L,Turquoise,Summer,4,Yes,Standard,Yes,37,Bank Transfer,Monthly,30
281,45,Middle-aged,Male,Sandals,Footwear,69,Montana,West,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,21,Cash,Bi-Weekly,14
282,38,Adult,Male,Belt,Accessories,61,Oklahoma,South,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,22,Debit Card,Bi-Weekly,14
283,21,Young Adult,Male,Skirt,Clothing,94,Minnesota,Midwest,M,Teal,Summer,3,Yes,2-Day Shipping,Yes,9,Cash,Monthly,30
284,32,Adult,Male,Sweater,Clothing,30,Montana,West,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,16,Venmo,Annually,365
285,63,Senior,Male,Skirt,Clothing,45,Ohio,Midwest,M,Red,Summer,3.5,Yes,Standard,Yes,4,PayPal,Quarterly,90
286,29,Young Adult,Male,Handbag,Accessories,39,Kentucky,South,XL,Yellow,Summer,4.8,Yes,Express,Yes,3,Debit Card,Bi-Weekly,14
287,27,Young Adult,Male,Jewelry,Accessories,51,Nebraska,Midwest,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,6,Debit Card,Annually,365
288,56,Middle-aged,Male,Scarf,Accessories,37,Delaware,South,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,18,Venmo,Fortnightly,14
289,30,Young Adult,Male,T-shirt,Clothing,62,North Carolina,South,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,34,Venmo,Bi-Weekly,14
290,49,Middle-aged,Male,Coat,Outerwear,85,New York,Northeast,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,26,Credit Card,Monthly,30
291,58,Senior,Male,T-shirt,Clothing,33,Colorado,West,M,Indigo,Winter,3.7,Yes,Standard,Yes,50,PayPal,Weekly,7
292,57,Middle-aged,Male,Dress,Clothing,26,Delaware,South,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,40,Bank Transfer,Monthly,30
293,60,Senior,Male,Shoes,Footwear,99,Utah,West,M,Green,Spring,4.7,Yes,Free Shipping,Yes,24,Cash,Quarterly,90
294,69,Senior,Male,Handbag,Accessories,39,Connecticut,Northeast,M,White,Spring,2.7,Yes,Express,Yes,33,PayPal,Annually,365
295,70,Senior,Male,Skirt,Clothing,20,New Jersey,Northeast,M,Gold,Spring,4.6,Yes,Store Pickup,Yes,19,Credit Card,Every 3 Months,90
296,53,Middle-aged,Male,Sunglasses,Accessories,42,West Virginia,South,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,24,Credit Card,Quarterly,90
297,25,Young Adult,Male,Sandals,Footwear,74,Indiana,Midwest,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,19,Credit Card,Weekly,7
298,48,Middle-aged,Male,Shoes,Footwear,26,Delaware,South,XL,Purple,Summer,4.4,Yes,Standard,Yes,4,Credit Card,Bi-Weekly,14
299,69,Senior,Male,T-shirt,Clothing,53,Maryland,South,M,Lavender,Winter,4,Yes,Standard,Yes,11,Venmo,Every 3 Months,90
300,25,Young Adult,Male,Sneakers,Footwear,80,Pennsylvania,Northeast,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,28,PayPal,Fortnightly,14
301,29,Young Adult,Male,Hat,Accessories,98,Iowa,Midwest,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,24,PayPal,Weekly,7
302,46,Middle-aged,Male,Skirt,Clothing,95,Pennsylvania,Northeast,M,Green,Spring,3.8,Yes,Standard,Yes,25,Credit Card,Every 3 Months,90
303,37,Adult,Male,Sweater,Clothing,44,Delaware,South,L,Olive,Summer,3.6,Yes,Express,Yes,27,Bank Transfer,Every 3 Months,90
304,20,Young Adult,Male,Sandals,Footwear,60,Oregon,West,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,49,Venmo,Weekly,7
305,40,Adult,Male,Dress,Clothing,84,Oregon,West,M,Green,Winter,3.4,Yes,Next Day Air,Yes,45,Credit Card,Bi-Weekly,14
306,60,Senior,Male,Sweater,Clothing,59,Utah,West,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,26,PayPal,Annually,365
307,26,Young Adult,Male,Jacket,Outerwear,49,North Dakota,Midwest,S,White,Summer,3.6,Yes,Express,Yes,4,Cash,Annually,365
308,29,Young Adult,Male,Gloves,Accessories,32,Florida,South,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,3,Credit Card,Every 3 Months,90
309,66,Senior,Male,Handbag,Accessories,29,Maryland,South,M,Beige,Fall,3.7,Yes,Standard,Yes,45,Venmo,Bi-Weekly,14
310,66,Senior,Male,Dress,Clothing,22,Minnesota,Midwest,M,Yellow,Spring,4.5,Yes,Standard,Yes,21,Cash,Fortnightly,14
311,56,Middle-aged,Male,Pants,Clothing,85,Montana,West,M,Charcoal,Winter,4.6,Yes,Standard,Yes,50,Cash,Fortnightly,14
312,69,Senior,Male,Jeans,Clothing,52,Rhode Island,Northeast,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,19,Bank Transfer,Monthly,30
313,38,Adult,Male,Pants,Clothing,89,Massachusetts,Northeast,L,Green,Spring,3.4,Yes,Next Day Air,Yes,6,PayPal,Annually,365
314,42,Adult,Male,Dress,Clothing,77,Vermont,Northeast,M,Pink,Spring,3.7,Yes,Express,Yes,50,Credit Card,Every 3 Months,90
315,30,Young Adult,Male,Pants,Clothing,24,New Jersey,Northeast,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,17,Debit Card,Every 3 Months,90
316,66,Senior,Male,Jewelry,Accessories,24,Wisconsin,Midwest,XL,Orange,Spring,4.5,Yes,Express,Yes,24,Debit Card,Annually,365
317,36,Adult,Male,Handbag,Accessories,22,California,West,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,46,Venmo,Monthly,30
318,58,Senior,Male,Sweater,Clothing,82,West Virginia,South,L,Teal,Fall,4.3,Yes,Standard,Yes,42,Cash,Every 3 Months,90
319,45,Middle-aged,Male,Backpack,Accessories,67,South Dakota,Midwest,M,Beige,Winter,2.5,Yes,Standard,Yes,10,Cash,Annually,365
320,47,Middle-aged,Male,Shorts,Clothing,74,Maine,Northeast,XL,White,Spring,2.6,Yes,Standard,Yes,1,Cash,Every 3 Months,90
321,66,Senior,Male,Jewelry,Accessories,72,Kansas,Midwest,L,White,Summer,4.9,Yes,Standard,Yes,28,Debit Card,Quarterly,90
322,41,Adult,Male,Sneakers,Footwear,36,Vermont,Northeast,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,48,Debit Card,Quarterly,90
323,41,Adult,Male,Belt,Accessories,95,Tennessee,South,S,Cyan,Winter,3,Yes,Standard,Yes,47,Credit Card,Monthly,30
324,66,Senior,Male,Hoodie,Clothing,78,Tennessee,South,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,29,PayPal,Bi-Weekly,14
325,37,Adult,Male,Shirt,Clothing,82,Wyoming,West,M,Olive,Summer,4.8,Yes,Standard,Yes,37,Venmo,Quarterly,90
326,70,Senior,Male,Pants,Clothing,70,Vermont,Northeast,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,38,Debit Card,Annually,365
327,62,Senior,Male,Scarf,Accessories,41,New Jersey,Northeast,M,White,Fall,3.2,Yes,Store Pickup,Yes,48,Bank Transfer,Weekly,7
328,61,Senior,Male,Coat,Outerwear,42,Iowa,Midwest,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,36,PayPal,Weekly,7
329,48,Middle-aged,Male,Coat,Outerwear,50,Florida,South,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,9,Credit Card,Weekly,7
330,70,Senior,Male,Socks,Clothing,31,Nevada,West,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,34,Bank Transfer,Monthly,30
331,46,Middle-aged,Male,Sweater,Clothing,51,North Dakota,Midwest,M,Beige,Winter,3.7,Yes,Express,Yes,43,Venmo,Bi-Weekly,14
332,31,Young Adult,Male,Shirt,Clothing,98,Florida,South,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,46,PayPal,Quarterly,90
333,19,Young Adult,Male,Shirt,Clothing,86,New York,Northeast,M,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,5,Credit Card,Monthly,30
334,39,Adult,Male,Sweater,Clothing,64,Alaska,West,M,Teal,Winter,4.5,Yes,Standard,Yes,15,Bank Transfer,Bi-Weekly,14
335,41,Adult,Male,Blouse,Clothing,46,Kansas,Midwest,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,30,Credit Card,Annually,365
336,20,Young Adult,Male,Sweater,Clothing,85,Oregon,West,L,Maroon,Spring,3.7,Yes,Standard,Yes,44,Venmo,Every 3 Months,90
337,36,Adult,Male,Hat,Accessories,81,Rhode Island,Northeast,S,Orange,Fall,4.4,Yes,Express,Yes,16,PayPal,Annually,365
338,32,Adult,Male,Sweater,Clothing,59,New Mexico,West,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,16,Bank Transfer,Annually,365
339,69,Senior,Male,Hoodie,Clothing,79,Massachusetts,Northeast,M,Silver,Winter,3.5,Yes,Express,Yes,16,Cash,Weekly,7
340,40,Adult,Male,Shorts,Clothing,33,Pennsylvania,Northeast,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,21,Credit Card,Every 3 Months,90
341,40,Adult,Male,Shorts,Clothing,47,New Jersey,Northeast,L,Blue,Summer,3.5,Yes,Express,Yes,39,Venmo,Every 3 Months,90
342,20,Young Adult,Male,Hat,Accessories,20,Utah,West,S,Blue,Summer,4.6,Yes,Store Pickup,Yes,40,Debit Card,Bi-Weekly,14
343,64,Senior,Male,Coat,Outerwear,36,Kentucky,South,M,Olive,Spring,2.6,Yes,Next Day Air,Yes,48,Credit Card,Every 3 Months,90
344,27,Young Adult,Male,Sandals,Footwear,39,Nebraska,Midwest,M,Purple,Summer,4.4,Yes,Next Day Air,Yes,26,Venmo,Monthly,30
345,24,Young Adult,Male,Skirt,Clothing,71,Virginia,South,M,Charcoal,Winter,4,Yes,Standard,Yes,46,Debit Card,Monthly,30
346,48,Middle-aged,Male,Shoes,Footwear,59,Wyoming,West,S,Olive,Winter,4.4,Yes,Next Day Air,Yes,27,Bank Transfer,Annually,365
347,49,Middle-aged,Male,Jeans,Clothing,50,New Mexico,West,L,Violet,Spring,4.7,Yes,Next Day Air,Yes,5,Cash,Weekly,7
348,36,Adult,Male,Sandals,Footwear,41,Oregon,West,L,Red,Fall,3.9,Yes,Store Pickup,Yes,43,PayPal,Fortnightly,14
349,56,Middle-aged,Male,Blouse,Clothing,59,South Carolina,South,M,Beige,Fall,2.7,Yes,Free Shipping,Yes,17,PayPal,Fortnightly,14
350,37,Adult,Male,Hat,Accessories,87,Arizona,West,M,Green,Winter,3.7,Yes,2-Day Shipping,Yes,3,Bank Transfer,Bi-Weekly,14
351,42,Adult,Male,Sweater,Clothing,68,Kentucky,South,M,Violet,Spring,2.6,Yes,2-Day Shipping,Yes,47,Bank Transfer,Fortnightly,14
352,28,Young Adult,Male,Skirt,Clothing,90,New York,Northeast,M,Teal,Winter,3.9,Yes,Standard,Yes,24,Debit Card,Bi-Weekly,14
353,27,Young Adult,Male,Jeans,Clothing,71,Texas,South,XL,Yellow,Fall,4.9,Yes,Next Day Air,Yes,12,Cash,Every 3 Months,90
354,63,Senior,Male,Sneakers,Footwear,64,Missouri,Midwest,L,Yellow,Fall,4.1,Yes,Store Pickup,Yes,35,Debit Card,Monthly,30
355,58,Senior,Male,Jewelry,Accessories,76,Pennsylvania,Northeast,S,Olive,Fall,3,Yes,Free Shipping,Yes,42,Venmo,Weekly,7
356,37,Adult,Male,Jewelry,Accessories,42,Oregon,West,XL,Magenta,Fall,4.1,Yes,2-Day Shipping,Yes,1,PayPal,Every 3 Months,90
357,56,Middle-aged,Male,Pants,Clothing,80,Nevada,West,L,Black,Spring,3.7,Yes,Standard,Yes,27,Cash,Weekly,7
358,18,Young Adult,Male,Belt,Accessories,56,Arkansas,South,M,Olive,Spring,4,Yes,Standard,Yes,16,Credit Card,Bi-Weekly,14
359,48,Middle-aged,Male,Hat,Accessories,25,Minnesota,Midwest,XL,Magenta,Summer,3.6,Yes,Express,Yes,36,Credit Card,Every 3 Months,90
